year,month,temp_max_mean,temp_min_mean,rain_sum,humidity_mean,radiation_sum,soil_0_7_mean,soil_7_28_mean
2009,12,26.20967741935484,18.01290322580645,2.8,77.7741935483871,501.86,0.2365309139784946,0.3363239247311828
2010,1,27.006451612903227,18.299999999999997,24.700000000000003,75.25806451612904,501.21,0.25376478494623655,0.30720295698924727
2010,2,31.50357142857143,19.47142857142857,3.5,63.67857142857143,600.37,0.20325446428571428,0.29355208333333327
2010,3,31.967741935483872,21.138709677419353,3.5,62.03225806451613,645.42,0.20084946236559134,0.2810228494623656
2010,4,33.82,22.753333333333334,46.300000000000004,62.7,677.96,0.24036111111111108,0.27955694444444446
2010,5,32.464516129032255,23.62258064516129,88.2,71.16129032258064,643.29,0.33896908602150533,0.3032849462365591
2010,6,30.11,22.456666666666667,144.6,79.13333333333334,570.37,0.42073194444444445,0.3905472222222222
2010,7,28.76451612903226,21.716129032258067,239.29999999999998,81.7741935483871,548.66,0.45862634408602143,0.4515564516129032
2010,8,27.63225806451613,21.47741935483871,203.9,83.80645161290323,524.86,0.4761639784946236,0.48346774193548386
2010,9,28.16,21.123333333333335,164.3,84.1,530.05,0.469,0.47480694444444443
2010,10,26.22258064516129,20.84193548387097,338.6,85.45161290322581,408.40000000000003,0.4721962365591398,0.47882258064516126
2010,11,24.10666666666667,19.93,290.9,88.0,271.56,0.47779305555555557,0.4795583333333333
2010,12,24.387096774193548,17.887096774193548,29.7,81.6774193548387,439.09000000000003,0.39353629032258064,0.42676344086021506
2011,1,23.309677419354838,17.374193548387098,10.3,79.29032258064517,358.36,0.2590967741935483,0.33890860215053764
2011,2,28.142857142857142,17.675,0.8,69.89285714285714,567.32,0.21073809523809522,0.3043377976190476
2011,3,26.68064516129032,18.98709677419355,25.099999999999998,75.80645161290323,476.39,0.24384139784946235,0.28739247311827953
2011,4,30.38,20.279999999999998,32.0,71.06666666666666,655.45,0.25957777777777774,0.2859749999999999
2011,5,30.1,22.261290322580646,190.6,77.45161290322581,574.77,0.37146236559139784,0.3536155913978494
2011,6,27.863333333333333,21.85,193.1,82.2,518.67,0.46355138888888886,0.46319999999999995
2011,7,27.761290322580646,21.751612903225805,209.2,81.90322580645162,523.86,0.4568077956989247,0.45458333333333334
2011,8,27.783870967741933,21.19677419354839,184.1,83.19354838709677,545.6,0.4689502688172043,0.4748319892473118
2011,9,26.153333333333332,21.34333333333333,261.9,85.9,403.48,0.4766722222222222,0.4765
2011,10,26.216129032258067,20.82903225806452,200.4,85.90322580645162,455.14,0.44910483870967743,0.4562970430107527
2011,11,25.90666666666667,20.323333333333334,101.5,83.66666666666667,417.96000000000004,0.3986111111111111,0.4219472222222222
2011,12,23.019354838709678,18.01290322580645,30.7,83.25806451612904,325.46,0.35661290322580647,0.3774018817204301
2012,1,25.13225806451613,18.603225806451615,17.1,80.96774193548387,405.4,0.2911236559139785,0.33607258064516127
2012,2,28.127586206896552,18.982758620689655,15.2,74.41379310344827,525.87,0.23277873563218388,0.30317385057471263
2012,3,29.82903225806452,20.687096774193545,52.3,70.6774193548387,581.9,0.24758467741935483,0.28888172043010746
2012,4,29.89,21.46333333333333,136.6,77.8,615.95,0.3953055555555555,0.39486388888888885
2012,5,29.677419354838708,21.861290322580647,121.4,78.6774193548387,590.1,0.4191532258064516,0.3935631720430107
2012,6,28.026666666666664,22.216666666666665,180.2,80.76666666666667,493.47,0.43906111111111107,0.44082777777777776
2012,7,27.432258064516127,21.674193548387095,203.6,81.70967741935483,518.75,0.4715282258064516,0.47234946236559133
2012,8,27.73225806451613,21.864516129032257,165.0,80.74193548387096,538.32,0.45887231182795696,0.46627016129032256
2012,9,26.740000000000002,20.86,273.8,86.2,428.37,0.4787944444444444,0.4846833333333333
2012,10,27.270967741935483,19.906451612903226,132.1,81.54838709677419,523.41,0.375747311827957,0.41884946236559134
2012,11,28.323333333333334,20.896666666666665,59.2,80.3,474.6,0.33041944444444443,0.37488055555555555
2012,12,28.016129032258064,19.470967741935485,3.6999999999999997,74.90322580645162,467.11,0.22402956989247308,0.3242594086021505
2013,1,26.154838709677417,17.85483870967742,18.200000000000003,74.93548387096774,475.45,0.25574462365591394,0.3039341397849462
2013,2,29.103571428571428,19.224999999999998,21.700000000000003,71.25,515.23,0.23341071428571428,0.2883020833333333
2013,3,32.122580645161285,21.080645161290324,28.1,64.83870967741936,679.0699999999999,0.23215456989247307,0.28421639784946234
